account_id,account_name,industry,account_owner,account_group,company_code,plant_id,material_group,created_ts,source_system
SAPACC5386,Patil Solutions Ltd,Healthcare,Ravi Patel,AG002,COMP002,PLANT02,MG02,2026-01-11,SAP
SAPACC5033,Mishra Pharmaceuticals Ltd,Technology,Vinod Guptha,AG001,COMP001,PLANT01,MG01,2026-03-18,SAP
SAPACC5856,Guptha Technologies Ltd,Healthcare,Vikas Mehta,AG008,COMP008,PLANT08,MG08,2026-01-09,SAP
SAPACC5725,Malhotra Finance Ltd,Manufacturing,Sneha Mehta,AG005,COMP005,PLANT05,MG05,2026-01-08,SAP
SAPACC5918,Joshi Services Ltd,Retail,Neha Bajaj,AG006,COMP006,PLANT06,MG06,2026-01-01,SAP
SAPACC5780,Iyer Solutions Ltd,Transportation,Ravi Rao,AG004,COMP004,PLANT04,MG04,2026-02-06,SAP
SAPACC5099,Dubey Enterprises Ltd,Healthcare,Prakash Tiwari,AG003,COMP003,PLANT03,MG03,2026-02-24,SAP
SAPACC5087,Banerjee Consulting Ltd,Technology,Sneha Yadav,AG007,COMP007,PLANT07,MG07,2026-01-10,SAP
SAPACC5337,Iyer Finance Ltd,Healthcare,Deepak Banerjee,AG001,COMP001,PLANT01,MG01,2026-03-08,SAP
SAPACC5661,Mehta Finance Ltd,Technology,Sachin Kaur,AG005,COMP005,PLANT05,MG05,2026-02-22,SAP
SAPACC5339,Gupta Services Ltd,Financial Services,Kavita Patel,AG003,COMP003,PLANT03,MG03,2026-01-01,SAP
SAPACC5874,Mishra Consulting Ltd,Transportation,Shalini Rao,AG002,COMP002,PLANT02,MG02,2026-02-09,SAP
SAPACC5611,Desai Traders Ltd,Financial Services,Suresh Bajaj,AG003,COMP003,PLANT03,MG03,2026-01-19,SAP
SAPACC5321,Mishra Finance Ltd,Financial Services,Jane Reddy,AG001,COMP001,PLANT01,MG01,2026-02-10,SAP
SAPACC5876,Banerjee Foods Ltd,Financial Services,Suresh Agarwal,AG004,COMP004,PLANT04,MG04,2026-01-13,SAP
SAPACC5660,Bajaj Enterprises Ltd,Technology,Rekha Desai,AG004,COMP004,PLANT04,MG04,2026-02-05,SAP
SAPACC5896,Tiwari Solutions Ltd,Financial Services,Divya Iyer,AG008,COMP008,PLANT08,MG08,2026-01-20,SAP
SAPACC5639,Malhotra Solutions Ltd,Financial Services,Arjun Desai,AG007,COMP007,PLANT07,MG07,2026-03-08,SAP
SAPACC5668,Menon Pharmaceuticals Ltd,Transportation,Ravi Kapoor,AG004,COMP004,PLANT04,MG04,2026-03-18,SAP
SAPACC5887,Banerjee Enterprises Ltd,Transportation,Lakshmi Shah,AG007,COMP007,PLANT07,MG07,2026-03-14,SAP
SAPACC5423,Mishra Technologies Ltd,Manufacturing,Vikas Kaur,AG007,COMP007,PLANT07,MG07,2026-02-24,SAP
SAPACC5230,Mehta Logistics Ltd,Healthcare,Sneha Pandey,AG006,COMP006,PLANT06,MG06,2026-02-17,SAP
SAPACC5146,Menon Solutions Ltd,Healthcare,Karan Guptha,AG002,COMP002,PLANT02,MG02,2026-02-24,SAP
SAPACC5195,Dubey Services Ltd,Technology,Vinay Verma,AG003,COMP003,PLANT03,MG03,2026-02-09,SAP
SAPACC5813,Srivastava Technologies Ltd,Transportation,Anita Nair,AG005,COMP005,PLANT05,MG05,2026-01-24,SAP
SAPACC5652,Kumar Pharmaceuticals Ltd,Technology,Manish Joshi,AG004,COMP004,PLANT04,MG04,2026-03-11,SAP
SAPACC5301,Chopra Retail Ltd,Retail,Sachin Patel,AG005,COMP005,PLANT05,MG05,2026-02-13,SAP
SAPACC5493,Desai Traders Ltd,Healthcare,Jane Malhotra,AG005,COMP005,PLANT05,MG05,2026-02-22,SAP
SAPACC5527,Sharma Consulting Ltd,Healthcare,Manish Tiwari,AG007,COMP007,PLANT07,MG07,2026-03-20,SAP
SAPACC5309,Bajaj Finance Ltd,Manufacturing,Kavita Gupta,AG005,COMP005,PLANT05,MG05,2026-01-02,SAP
SAPACC5170,Iyer Services Ltd,Technology,Anita Pandey,AG002,COMP002,PLANT02,MG02,2026-01-30,SAP
SAPACC5557,Nair Industries Ltd,Healthcare,Vikas Dubey,AG005,COMP005,PLANT05,MG05,2026-02-27,SAP
SAPACC5158,Srivastava Traders Ltd,Retail,Amit Iyer,AG006,COMP006,PLANT06,MG06,2026-01-14,SAP
SAPACC5849,Agarwal Enterprises Ltd,Retail,Kavita Yadav,AG001,COMP001,PLANT01,MG01,2026-01-06,SAP
SAPACC5141,Joshi Technologies Ltd,Financial Services,Amit Tiwari,AG005,COMP005,PLANT05,MG05,2026-02-08,SAP
SAPACC5681,Shah Retail Ltd,Healthcare,Arjun Desai,AG001,COMP001,PLANT01,MG01,2026-02-21,SAP
SAPACC5368,Iyer Technologies Ltd,Healthcare,Sunil Tiwari,AG008,COMP008,PLANT08,MG08,2026-02-04,SAP
SAPACC5726,Mehta Technologies Ltd,Healthcare,Alok Dubey,AG006,COMP006,PLANT06,MG06,2026-02-27,SAP
SAPACC5754,Mishra Enterprises Ltd,Financial Services,Neha Mishra,AG002,COMP002,PLANT02,MG02,2026-01-01,SAP
SAPACC5520,Patel Technologies Ltd,Retail,Alok Tiwari,AG008,COMP008,PLANT08,MG08,2026-03-19,SAP
SAPACC5719,Rao Textiles Ltd,Technology,Pooja Mishra,AG007,COMP007,PLANT07,MG07,2026-01-06,SAP
SAPACC5917,Pandey Consulting Ltd,Transportation,Vinay Kumar,AG005,COMP005,PLANT05,MG05,2026-01-18,SAP
SAPACC5804,Menon Consulting Ltd,Transportation,Seema Patel,AG004,COMP004,PLANT04,MG04,2026-02-26,SAP
SAPACC5534,Verma Enterprises Ltd,Manufacturing,Amit Agarwal,AG006,COMP006,PLANT06,MG06,2026-02-23,SAP
SAPACC5516,Chopra Traders Ltd,Healthcare,Ravi Tiwari,AG004,COMP004,PLANT04,MG04,2026-02-18,SAP
SAPACC5541,Singh Finance Ltd,Manufacturing,Sanjay Mishra,AG005,COMP005,PLANT05,MG05,2026-02-18,SAP
SAPACC5431,Kapoor Enterprises Ltd,Manufacturing,Ravi Sharma,AG007,COMP007,PLANT07,MG07,2026-01-14,SAP
SAPACC5270,Verma Healthcare Ltd,Manufacturing,Ajay Shah,AG006,COMP006,PLANT06,MG06,2026-01-13,SAP
SAPACC5819,Bajaj Pharmaceuticals Ltd,Healthcare,Suresh Menon,AG003,COMP003,PLANT03,MG03,2026-02-20,SAP
SAPACC5884,Srivastava Services Ltd,Transportation,Vikas Nair,AG004,COMP004,PLANT04,MG04,2026-02-03,SAP
SAPACC5444,Patil Logistics Ltd,Retail,Arjun Menon,AG004,COMP004,PLANT04,MG04,2026-01-13,SAP
SAPACC5573,Gupta Traders Ltd,Transportation,Lakshmi Reddy,AG005,COMP005,PLANT05,MG05,2026-03-30,SAP
SAPACC5853,Singh Logistics Ltd,Manufacturing,Vinay Shah,AG005,COMP005,PLANT05,MG05,2026-02-11,SAP
SAPACC5615,Srivastava Services Ltd,Technology,Harish Mehta,AG007,COMP007,PLANT07,MG07,2026-02-12,SAP
SAPACC5348,Malhotra Consulting Ltd,Manufacturing,Rahul Agarwal,AG004,COMP004,PLANT04,MG04,2026-01-22,SAP
SAPACC5539,Joshi Technologies Ltd,Financial Services,Suresh Singh,AG003,COMP003,PLANT03,MG03,2026-01-20,SAP
SAPACC5893,Banerjee Industries Ltd,Healthcare,Rohit Joshi,AG005,COMP005,PLANT05,MG05,2026-02-06,SAP
SAPACC5530,Desai Consulting Ltd,Healthcare,Sachin Singh,AG002,COMP002,PLANT02,MG02,2026-02-12,SAP
SAPACC5231,Joshi Consulting Ltd,Financial Services,Vikas Patel,AG007,COMP007,PLANT07,MG07,2026-02-06,SAP
SAPACC5106,Verma Logistics Ltd,Transportation,Rekha Singh,AG002,COMP002,PLANT02,MG02,2026-01-02,SAP
SAPACC5014,Tiwari Traders Ltd,Transportation,Anita Tiwari,AG006,COMP006,PLANT06,MG06,2026-01-16,SAP
SAPACC5283,Iyer Technologies Ltd,Transportation,Anita Srivastava,AG003,COMP003,PLANT03,MG03,2026-02-19,SAP
SAPACC5156,Shah Industries Ltd,Healthcare,Shalini Kaur,AG004,COMP004,PLANT04,MG04,2026-03-15,SAP
SAPACC5603,Dubey Industries Ltd,Manufacturing,Alok Guptha,AG003,COMP003,PLANT03,MG03,2026-02-16,SAP
SAPACC5418,Nair Consulting Ltd,Retail,Sneha Desai,AG002,COMP002,PLANT02,MG02,2026-01-24,SAP
SAPACC5638,Menon Foods Ltd,Manufacturing,Ramesh Agarwal,AG006,COMP006,PLANT06,MG06,2026-02-04,SAP
SAPACC5737,Banerjee Consulting Ltd,Healthcare,Ramesh Banerjee,AG001,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPACC5609,Agarwal Technologies Ltd,Transportation,Rohit Shah,AG001,COMP001,PLANT01,MG01,2026-03-05,SAP
SAPACC5864,Iyer Textiles Ltd,Retail,Ramesh Srivastava,AG008,COMP008,PLANT08,MG08,2026-02-05,SAP
SAPACC5883,Chopra Pharmaceuticals Ltd,Manufacturing,Anita Agarwal,AG003,COMP003,PLANT03,MG03,2026-01-09,SAP
SAPACC5722,Mehta Services Ltd,Healthcare,John Kumar,AG002,COMP002,PLANT02,MG02,2026-01-23,SAP
SAPACC5270,Verma Healthcare Ltd,Manufacturing,Ajay Shah,AG006,COMP006,PLANT06,MG06,2026-01-13,SAP
SAPACC5219,Iyer Pharmaceuticals Ltd,Technology,Suresh Chopra,AG003,COMP003,PLANT03,MG03,2026-01-10,SAP
SAPACC5239,Dubey Finance Ltd,Healthcare,Rekha Malhotra,AG007,COMP007,PLANT07,MG07,2026-02-05,SAP
SAPACC5323,Yadav Logistics Ltd,Retail,Ravi Kapoor,AG003,COMP003,PLANT03,MG03,2026-03-30,SAP
SAPACC5318,Malhotra Enterprises Ltd,Healthcare,Manish Kaur,AG006,COMP006,PLANT06,MG06,2026-01-11,SAP
SAPACC5411,Srivastava Industries Ltd,Healthcare,Sachin Rao,AG003,COMP003,PLANT03,MG03,2026-02-24,SAP
SAPACC5018,Shah Industries Ltd,Technology,Rajiv Sharma,AG002,COMP002,PLANT02,MG02,2026-02-23,SAP
SAPACC5380,Kaur Textiles Ltd,Transportation,Divya Guptha,AG004,COMP004,PLANT04,MG04,2026-01-21,SAP
SAPACC5317,Mishra Healthcare Ltd,Technology,Amit Malhotra,AG005,COMP005,PLANT05,MG05,2026-02-25,SAP
SAPACC5909,Guptha Solutions Ltd,Manufacturing,Ramesh Gupta,AG005,COMP005,PLANT05,MG05,2026-03-09,SAP
SAPACC5083,Desai Textiles Ltd,Financial Services,Harish Yadav,AG003,COMP003,PLANT03,MG03,2026-03-25,SAP
SAPACC5088,Sharma Traders Ltd,Healthcare,Divya Sharma,AG008,COMP008,PLANT08,MG08,2026-02-10,SAP
SAPACC5673,Kumar Traders Ltd,Healthcare,Anjali Tiwari,AG001,COMP001,PLANT01,MG01,2026-02-25,SAP
SAPACC5922,Malhotra Services Ltd,Manufacturing,Sunita Malhotra,AG002,COMP002,PLANT02,MG02,2026-02-10,SAP
SAPACC5197,Iyer Consulting Ltd,Manufacturing,Rekha Kapoor,AG005,COMP005,PLANT05,MG05,2026-02-01,SAP
SAPACC5555,Malhotra Healthcare Ltd,Technology,Seema Patil,AG003,COMP003,PLANT03,MG03,2026-01-14,SAP
SAPACC5307,Menon Consulting Ltd,Manufacturing,Ramesh Singh,AG003,COMP003,PLANT03,MG03,2026-01-02,SAP
SAPACC5238,Tiwari Healthcare Ltd,Manufacturing,Meena Nair,AG006,COMP006,PLANT06,MG06,2026-03-06,SAP
SAPACC5533,Shah Technologies Ltd,Technology,Prakash Joshi,AG005,COMP005,PLANT05,MG05,2026-03-10,SAP
SAPACC5286,Mehta Enterprises Ltd,Manufacturing,Alok Verma,AG006,COMP006,PLANT06,MG06,2026-01-12,SAP
SAPACC5136,Dubey Technologies Ltd,Retail,Rohit Nair,AG008,COMP008,PLANT08,MG08,2026-01-20,SAP
SAPACC5373,Gupta Consulting Ltd,Technology,Shalini Mehta,AG005,COMP005,PLANT05,MG05,2026-01-11,SAP
SAPACC5810,Guptha Finance Ltd,Transportation,Sunita Joshi,AG002,COMP002,PLANT02,MG02,2026-01-11,SAP
SAPACC5422,Kapoor Healthcare Ltd,Financial Services,Shalini Guptha,AG006,COMP006,PLANT06,MG06,2026-03-12,SAP
SAPACC5300,Desai Solutions Ltd,Manufacturing,Vinay Patel,AG004,COMP004,PLANT04,MG04,2026-01-16,SAP
SAPACC5486,Verma Textiles Ltd,Retail,Vikas Banerjee,AG006,COMP006,PLANT06,MG06,2026-01-18,SAP
SAPACC5634,Sharma Technologies Ltd,Retail,Shreya Verma,AG002,COMP002,PLANT02,MG02,2026-03-05,SAP
SAPACC5001,Dubey Traders Ltd,Healthcare,Manish Shah,AG001,COMP001,PLANT01,MG01,2026-01-07,SAP
SAPACC5039,Mehta Services Ltd,Technology,Rajiv Bajaj,AG007,COMP007,PLANT07,MG07,2026-01-03,SAP
SAPACC5228,Bajaj Retail Ltd,Healthcare,Shalini Dubey,AG004,COMP004,PLANT04,MG04,2026-02-03,SAP
SAPACC5462,Patil Services Ltd,Manufacturing,Sneha Joshi,AG006,COMP006,PLANT06,MG06,2026-02-24,SAP
SAPACC5359,Kumar Pharmaceuticals Ltd,Retail,Sunil Yadav,AG007,COMP007,PLANT07,MG07,2026-02-25,SAP
SAPACC5700,Banerjee Consulting Ltd,Financial Services,Meera Rao,AG004,COMP004,PLANT04,MG04,2026-01-16,SAP
SAPACC5602,Chopra Services Ltd,Transportation,Arjun Banerjee,AG002,COMP002,PLANT02,MG02,2026-01-01,SAP
SAPACC5084,Srivastava Solutions Ltd,Transportation,Meera Patil,AG004,COMP004,PLANT04,MG04,2026-03-10,SAP
SAPACC5336,Guptha Healthcare Ltd,Transportation,Sachin Malhotra,AG008,COMP008,PLANT08,MG08,2026-03-25,SAP
SAPACC5830,Joshi Solutions Ltd,Financial Services,Meera Agarwal,AG006,COMP006,PLANT06,MG06,2026-02-13,SAP
SAPACC5882,Banerjee Logistics Ltd,Healthcare,Sneha Kumar,AG002,COMP002,PLANT02,MG02,2026-03-06,SAP
SAPACC5218,Joshi Healthcare Ltd,Technology,Harish Joshi,AG002,COMP002,PLANT02,MG02,2026-01-17,SAP
SAPACC5674,Kapoor Industries Ltd,Transportation,Sunita Patil,AG002,COMP002,PLANT02,MG02,2026-01-28,SAP
SAPACC5396,Tiwari Textiles Ltd,Manufacturing,Prakash Verma,AG004,COMP004,PLANT04,MG04,2026-01-22,SAP
SAPACC5048,Gupta Textiles Ltd,Financial Services,Vinay Bajaj,AG008,COMP008,PLANT08,MG08,2026-01-08,SAP
SAPACC5294,Patil Industries Ltd,Manufacturing,Prakash Guptha,AG006,COMP006,PLANT06,MG06,2026-03-26,SAP
SAPACC5641,Joshi Foods Ltd,Transportation,Manish Menon,AG001,COMP001,PLANT01,MG01,2026-03-26,SAP
SAPACC5659,Tiwari Enterprises Ltd,Healthcare,Deepak Guptha,AG003,COMP003,PLANT03,MG03,2026-02-05,SAP
SAPACC5886,Malhotra Consulting Ltd,Transportation,Rahul Mehta,AG006,COMP006,PLANT06,MG06,2026-03-20,SAP
SAPACC5068,Bajaj Solutions Ltd,Manufacturing,Divya Bajaj,AG004,COMP004,PLANT04,MG04,2026-02-27,SAP
SAPACC5724,Reddy Finance Ltd,Financial Services,Seema Srivastava,AG004,COMP004,PLANT04,MG04,2026-01-19,SAP
SAPACC5404,Menon Pharmaceuticals Ltd,Financial Services,Amit Menon,AG004,COMP004,PLANT04,MG04,2026-01-11,SAP
SAPACC5054,Desai Textiles Ltd,Healthcare,Vinay Kaur,AG006,COMP006,PLANT06,MG06,2026-01-12,SAP
SAPACC5408,Joshi Services Ltd,Financial Services,Shreya Yadav,AG008,COMP008,PLANT08,MG08,2026-03-14,SAP
SAPACC5090,Malhotra Technologies Ltd,Retail,Sanjay Patel,AG002,COMP002,PLANT02,MG02,2026-02-08,SAP
SAPACC5343,Mishra Traders Ltd,Manufacturing,Amit Gupta,AG007,COMP007,PLANT07,MG07,2026-01-12,SAP
SAPACC5808,Tiwari Textiles Ltd,Retail,Rekha Mehta,AG008,COMP008,PLANT08,MG08,2026-01-17,SAP
SAPACC5484,Dubey Textiles Ltd,Technology,Sneha Desai,AG004,COMP004,PLANT04,MG04,2026-02-26,SAP
SAPACC5243,Mehta Finance Ltd,Healthcare,Manish Mishra,AG003,COMP003,PLANT03,MG03,2026-02-10,SAP
SAPACC5521,Rao Consulting Ltd,Manufacturing,Ravi Patil,AG001,COMP001,PLANT01,MG01,2026-02-02,SAP
SAPACC5276,Patel Consulting Ltd,Financial Services,Lakshmi Sharma,AG004,COMP004,PLANT04,MG04,2026-03-02,SAP
SAPACC5730,Mishra Finance Ltd,Retail,Prakash Nair,AG002,COMP002,PLANT02,MG02,2026-03-21,SAP
SAPACC5686,Iyer Solutions Ltd,Manufacturing,Harish Mehta,AG006,COMP006,PLANT06,MG06,2026-02-27,SAP
SAPACC5774,Guptha Consulting Ltd,Technology,Neha Verma,AG006,COMP006,PLANT06,MG06,2026-03-21,SAP
SAPACC5937,Rao Textiles Ltd,Financial Services,Arvind Verma,AG001,COMP001,PLANT01,MG01,2026-03-14,SAP
SAPACC5708,Rao Services Ltd,Transportation,Rahul Desai,AG004,COMP004,PLANT04,MG04,2026-01-05,SAP
SAPACC5143,Mehta Foods Ltd,Financial Services,Karan Yadav,AG007,COMP007,PLANT07,MG07,2026-01-11,SAP
SAPACC5565,Shah Retail Ltd,Financial Services,Alok Iyer,AG005,COMP005,PLANT05,MG05,2026-02-07,SAP
SAPACC5395,Nair Technologies Ltd,Technology,Anjali Tiwari,AG003,COMP003,PLANT03,MG03,2026-01-30,SAP
SAPACC5891,Kaur Consulting Ltd,Transportation,Deepak Gupta,AG003,COMP003,PLANT03,MG03,2026-02-22,SAP
SAPACC5157,Nair Services Ltd,Transportation,Shalini Desai,AG005,COMP005,PLANT05,MG05,2026-01-30,SAP
SAPACC5111,Iyer Consulting Ltd,Financial Services,Sunil Dubey,AG007,COMP007,PLANT07,MG07,2026-02-03,SAP
SAPACC5600,Malhotra Solutions Ltd,Transportation,Alok Sharma,AG008,COMP008,PLANT08,MG08,2026-03-22,SAP
SAPACC5944,Chopra Consulting Ltd,Healthcare,Sneha Mehta,AG008,COMP008,PLANT08,MG08,2026-02-27,SAP
SAPACC5689,Menon Consulting Ltd,Technology,Kavita Yadav,AG001,COMP001,PLANT01,MG01,2026-01-13,SAP
SAPACC5867,Joshi Solutions Ltd,Technology,Jane Banerjee,AG003,COMP003,PLANT03,MG03,2026-01-20,SAP
