transaction_id,customer_id,account_id,transaction_type,amount,currency,document_number,company_code,plant_id,material_group,transaction_date,source_system
SAPTXN5773,SAP1773,SAPACC1773,Invoice,49479,INR,DOC001,COMP005,PLANT05,MG05,2026-01-09,SAP
SAPTXN5632,SAP1632,SAPACC1632,Credit,27847,INR,DOC020,COMP008,PLANT08,MG08,2026-03-18,SAP
SAPTXN5428,SAP1428,SAPACC1428,Payment,22873,INR,DOC012,COMP004,PLANT04,MG04,2026-02-08,SAP
SAPTXN5020,SAP1020,SAPACC1020,Invoice,30239,INR,DOC003,COMP004,PLANT04,MG04,2026-01-31,SAP
SAPTXN5031,SAP1031,SAPACC1031,Order,31648,INR,DOC018,COMP007,PLANT07,MG07,2026-03-24,SAP
SAPTXN5042,SAP1042,SAPACC1042,Order,8276,INR,DOC017,COMP002,PLANT02,MG02,2026-01-01,SAP
SAPTXN5460,SAP1460,SAPACC1460,Invoice,42268,INR,DOC008,COMP004,PLANT04,MG04,2026-03-01,SAP
SAPTXN5068,SAP1068,SAPACC1068,Payment,29951,INR,DOC011,COMP004,PLANT04,MG04,2026-01-28,SAP
SAPTXN5342,SAP1342,SAPACC1342,Payment,6588,INR,DOC007,COMP006,PLANT06,MG06,2026-02-03,SAP
SAPTXN5942,SAP1942,SAPACC1942,Payment,10441,INR,DOC016,COMP006,PLANT06,MG06,2026-01-07,SAP
SAPTXN5298,SAP1298,SAPACC1298,Refund,27849,INR,DOC004,COMP002,PLANT02,MG02,2026-01-30,SAP
SAPTXN5763,SAP1763,SAPACC1763,Invoice,26859,INR,DOC006,COMP003,PLANT03,MG03,2026-01-22,SAP
SAPTXN5534,SAP1534,SAPACC1534,Credit,27789,INR,DOC018,COMP006,PLANT06,MG06,2026-02-01,SAP
SAPTXN5431,SAP1431,SAPACC1431,Payment,28391,INR,DOC009,COMP007,PLANT07,MG07,2026-01-22,SAP
SAPTXN5464,SAP1464,SAPACC1464,Refund,15492,INR,DOC014,COMP008,PLANT08,MG08,2026-01-26,SAP
SAPTXN5128,SAP1128,SAPACC1128,Credit,5666,INR,DOC002,COMP008,PLANT08,MG08,2026-03-29,SAP
SAPTXN5294,SAP1294,SAPACC1294,Refund,31453,INR,DOC020,COMP006,PLANT06,MG06,2026-02-07,SAP
SAPTXN5741,SAP1741,SAPACC1741,Credit,47961,INR,DOC015,COMP005,PLANT05,MG05,2026-01-16,SAP
SAPTXN5005,SAP1005,SAPACC1005,Order,9219,INR,DOC005,COMP005,PLANT05,MG05,2026-02-24,SAP
SAPTXN5405,SAP1405,SAPACC1405,Order,19435,INR,DOC012,COMP005,PLANT05,MG05,2026-03-07,SAP
SAPTXN5607,SAP1607,SAPACC1607,Payment,28965,INR,DOC011,COMP007,PLANT07,MG07,2026-03-11,SAP
SAPTXN5104,SAP1104,SAPACC1104,Credit,22301,INR,DOC019,COMP008,PLANT08,MG08,2026-02-19,SAP
SAPTXN5493,SAP1493,SAPACC1493,Refund,36700,INR,DOC006,COMP005,PLANT05,MG05,2026-01-09,SAP
SAPTXN5283,SAP1283,SAPACC1283,Refund,28256,INR,DOC004,COMP003,PLANT03,MG03,2026-01-30,SAP
SAPTXN5145,SAP1145,SAPACC1145,Credit,49754,INR,DOC011,COMP001,PLANT01,MG01,2026-03-18,SAP
SAPTXN5620,SAP1620,SAPACC1620,Refund,18567,INR,DOC013,COMP004,PLANT04,MG04,2026-02-11,SAP
SAPTXN5921,SAP1921,SAPACC1921,Refund,34532,INR,DOC014,COMP001,PLANT01,MG01,2026-03-07,SAP
SAPTXN5707,SAP1707,SAPACC1707,Payment,25438,INR,DOC004,COMP003,PLANT03,MG03,2026-01-20,SAP
SAPTXN5353,SAP1353,SAPACC1353,Invoice,13715,INR,DOC007,COMP001,PLANT01,MG01,2026-02-05,SAP
SAPTXN5602,SAP1602,SAPACC1602,Order,18288,INR,DOC012,COMP002,PLANT02,MG02,2026-01-05,SAP
SAPTXN5319,SAP1319,SAPACC1319,Invoice,11862,INR,DOC001,COMP007,PLANT07,MG07,2026-03-29,SAP
SAPTXN5102,SAP1102,SAPACC1102,Invoice,28409,INR,DOC006,COMP006,PLANT06,MG06,2026-02-15,SAP
SAPTXN5662,SAP1662,SAPACC1662,Refund,18575,INR,DOC016,COMP006,PLANT06,MG06,2026-01-20,SAP
SAPTXN5558,SAP1558,SAPACC1558,Payment,12675,INR,DOC002,COMP006,PLANT06,MG06,2026-01-17,SAP
SAPTXN5608,SAP1608,SAPACC1608,Credit,38352,INR,DOC007,COMP008,PLANT08,MG08,2026-03-28,SAP
SAPTXN5578,SAP1578,SAPACC1578,Credit,41992,INR,DOC011,COMP002,PLANT02,MG02,2026-02-18,SAP
SAPTXN5633,SAP1633,SAPACC1633,Order,40048,INR,DOC016,COMP001,PLANT01,MG01,2026-02-26,SAP
SAPTXN5550,SAP1550,SAPACC1550,Order,32160,INR,DOC017,COMP006,PLANT06,MG06,2026-01-30,SAP
SAPTXN5135,SAP1135,SAPACC1135,Invoice,49949,INR,DOC001,COMP007,PLANT07,MG07,2026-03-30,SAP
SAPTXN5213,SAP1213,SAPACC1213,Refund,17283,INR,DOC004,COMP005,PLANT05,MG05,2026-02-01,SAP
SAPTXN5638,SAP1638,SAPACC1638,Payment,38163,INR,DOC010,COMP006,PLANT06,MG06,2026-03-24,SAP
SAPTXN5779,SAP1779,SAPACC1779,Credit,49296,INR,DOC012,COMP003,PLANT03,MG03,2026-01-16,SAP
SAPTXN5595,SAP1595,SAPACC1595,Order,40548,INR,DOC013,COMP003,PLANT03,MG03,2026-01-04,SAP
SAPTXN5150,SAP1150,SAPACC1150,Order,30768,INR,DOC016,COMP006,PLANT06,MG06,2026-02-15,SAP
SAPTXN5841,SAP1841,SAPACC1841,Payment,3743,INR,DOC011,COMP001,PLANT01,MG01,2026-02-24,SAP
SAPTXN5106,SAP1106,SAPACC1106,Order,33866,INR,DOC003,COMP002,PLANT02,MG02,2026-01-01,SAP
SAPTXN5654,SAP1654,SAPACC1654,Credit,10771,INR,DOC010,COMP006,PLANT06,MG06,2026-01-04,SAP
SAPTXN5147,SAP1147,SAPACC1147,Payment,30251,INR,DOC019,COMP003,PLANT03,MG03,2026-02-19,SAP
SAPTXN5929,SAP1929,SAPACC1929,Credit,49782,INR,DOC006,COMP001,PLANT01,MG01,2026-03-20,SAP
SAPTXN5364,SAP1364,SAPACC1364,Payment,17619,INR,DOC006,COMP004,PLANT04,MG04,2026-01-04,SAP
SAPTXN5182,SAP1182,SAPACC1182,Invoice,41143,INR,DOC017,COMP006,PLANT06,MG06,2026-01-19,SAP
SAPTXN5867,SAP1867,SAPACC1867,Invoice,8716,INR,DOC012,COMP003,PLANT03,MG03,2026-02-21,SAP
SAPTXN5400,SAP1400,SAPACC1400,Invoice,32513,INR,DOC019,COMP008,PLANT08,MG08,2026-01-06,SAP
SAPTXN5091,SAP1091,SAPACC1091,Credit,16902,INR,DOC011,COMP003,PLANT03,MG03,2026-02-01,SAP
SAPTXN5061,SAP1061,SAPACC1061,Invoice,28523,INR,DOC012,COMP005,PLANT05,MG05,2026-01-28,SAP
SAPTXN5683,SAP1683,SAPACC1683,Refund,10809,INR,DOC003,COMP003,PLANT03,MG03,2026-01-24,SAP
SAPTXN5346,SAP1346,SAPACC1346,Credit,3418,INR,DOC014,COMP002,PLANT02,MG02,2026-01-12,SAP
SAPTXN5503,SAP1503,SAPACC1503,Order,1016,INR,DOC006,COMP007,PLANT07,MG07,2026-02-24,SAP
SAPTXN5313,SAP1313,SAPACC1313,Refund,30849,INR,DOC007,COMP001,PLANT01,MG01,2026-01-27,SAP
SAPTXN5886,SAP1886,SAPACC1886,Order,45385,INR,DOC020,COMP006,PLANT06,MG06,2026-03-02,SAP
SAPTXN5484,SAP1484,SAPACC1484,Invoice,22856,INR,DOC001,COMP004,PLANT04,MG04,2026-02-26,SAP
SAPTXN5553,SAP1553,SAPACC1553,Credit,14692,INR,DOC001,COMP001,PLANT01,MG01,2026-01-29,SAP
SAPTXN5210,SAP1210,SAPACC1210,Refund,46268,INR,DOC002,COMP002,PLANT02,MG02,2026-03-10,SAP
SAPTXN5700,SAP1700,SAPACC1700,Refund,39218,INR,DOC001,COMP004,PLANT04,MG04,2026-03-26,SAP
SAPTXN5916,SAP1916,SAPACC1916,Order,45438,INR,DOC004,COMP004,PLANT04,MG04,2026-01-12,SAP
SAPTXN5814,SAP1814,SAPACC1814,Order,3047,INR,DOC008,COMP006,PLANT06,MG06,2026-01-21,SAP
SAPTXN5320,SAP1320,SAPACC1320,Invoice,4961,INR,DOC008,COMP008,PLANT08,MG08,2026-01-30,SAP
SAPTXN5277,SAP1277,SAPACC1277,Order,38128,INR,DOC005,COMP005,PLANT05,MG05,2026-02-04,SAP
SAPTXN5264,SAP1264,SAPACC1264,Invoice,14932,INR,DOC008,COMP008,PLANT08,MG08,2026-03-14,SAP
SAPTXN5085,SAP1085,SAPACC1085,Payment,24643,INR,DOC020,COMP005,PLANT05,MG05,2026-03-12,SAP
SAPTXN5192,SAP1192,SAPACC1192,Order,7604,INR,DOC020,COMP008,PLANT08,MG08,2026-01-02,SAP
SAPTXN5727,SAP1727,SAPACC1727,Credit,14432,INR,DOC005,COMP007,PLANT07,MG07,2026-01-21,SAP
SAPTXN5139,SAP1139,SAPACC1139,Payment,44857,INR,DOC010,COMP003,PLANT03,MG03,2026-02-21,SAP
SAPTXN5912,SAP1912,SAPACC1912,Credit,37079,INR,DOC015,COMP008,PLANT08,MG08,2026-02-04,SAP
SAPTXN5480,SAP1480,SAPACC1480,Payment,36237,INR,DOC006,COMP008,PLANT08,MG08,2026-03-05,SAP
SAPTXN5506,SAP1506,SAPACC1506,Order,25591,INR,DOC009,COMP002,PLANT02,MG02,2026-03-03,SAP
SAPTXN5180,SAP1180,SAPACC1180,Order,33478,INR,DOC012,COMP004,PLANT04,MG04,2026-03-06,SAP
SAPTXN5656,SAP1656,SAPACC1656,Payment,44610,INR,DOC007,COMP008,PLANT08,MG08,2026-03-12,SAP
SAPTXN5687,SAP1687,SAPACC1687,Invoice,48775,INR,DOC020,COMP007,PLANT07,MG07,2026-02-21,SAP
SAPTXN5830,SAP1830,SAPACC1830,Credit,5484,INR,DOC005,COMP006,PLANT06,MG06,2026-01-23,SAP
SAPTXN5266,SAP1266,SAPACC1266,Order,46319,INR,DOC011,COMP002,PLANT02,MG02,2026-03-28,SAP
SAPTXN5851,SAP1851,SAPACC1851,Invoice,42040,INR,DOC010,COMP003,PLANT03,MG03,2026-03-15,SAP
SAPTXN5351,SAP1351,SAPACC1351,Credit,33107,INR,DOC004,COMP007,PLANT07,MG07,2026-03-14,SAP
SAPTXN5299,SAP1299,SAPACC1299,Invoice,48879,INR,DOC019,COMP003,PLANT03,MG03,2026-01-18,SAP
SAPTXN5852,SAP1852,SAPACC1852,Invoice,13956,INR,DOC014,COMP004,PLANT04,MG04,2026-02-27,SAP
SAPTXN5529,SAP1529,SAPACC1529,Refund,14272,INR,DOC013,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPTXN5440,SAP1440,SAPACC1440,Order,43936,INR,DOC017,COMP008,PLANT08,MG08,2026-03-01,SAP
SAPTXN5655,SAP1655,SAPACC1655,Refund,32777,INR,DOC018,COMP007,PLANT07,MG07,2026-02-24,SAP
SAPTXN5422,SAP1422,SAPACC1422,Order,33803,INR,DOC017,COMP006,PLANT06,MG06,2026-01-09,SAP
SAPTXN5474,SAP1474,SAPACC1474,Refund,8469,INR,DOC014,COMP002,PLANT02,MG02,2026-02-14,SAP
SAPTXN5592,SAP1592,SAPACC1592,Order,4387,INR,DOC014,COMP008,PLANT08,MG08,2026-01-21,SAP
SAPTXN5913,SAP1913,SAPACC1913,Credit,24114,INR,DOC017,COMP001,PLANT01,MG01,2026-02-19,SAP
SAPTXN5459,SAP1459,SAPACC1459,Credit,36951,INR,DOC014,COMP003,PLANT03,MG03,2026-01-12,SAP
SAPTXN5288,SAP1288,SAPACC1288,Credit,11216,INR,DOC016,COMP008,PLANT08,MG08,2026-01-13,SAP
SAPTXN5808,SAP1808,SAPACC1808,Invoice,39219,INR,DOC020,COMP008,PLANT08,MG08,2026-01-25,SAP
SAPTXN5938,SAP1938,SAPACC1938,Invoice,44208,INR,DOC014,COMP002,PLANT02,MG02,2026-01-14,SAP
SAPTXN5110,SAP1110,SAPACC1110,Credit,13553,INR,DOC009,COMP006,PLANT06,MG06,2026-01-11,SAP
SAPTXN5108,SAP1108,SAPACC1108,Credit,3736,INR,DOC001,COMP004,PLANT04,MG04,2026-02-09,SAP
SAPTXN5797,SAP1797,SAPACC1797,Payment,770,INR,DOC013,COMP005,PLANT05,MG05,2026-03-15,SAP
SAPTXN5775,SAP1775,SAPACC1775,Payment,5890,INR,DOC005,COMP007,PLANT07,MG07,2026-03-30,SAP
SAPTXN5910,SAP1910,SAPACC1910,Order,20858,INR,DOC003,COMP006,PLANT06,MG06,2026-03-29,SAP
SAPTXN5839,SAP1839,SAPACC1839,Refund,30908,INR,DOC016,COMP007,PLANT07,MG07,2026-03-19,SAP
SAPTXN5477,SAP1477,SAPACC1477,Invoice,36319,INR,DOC005,COMP005,PLANT05,MG05,2026-02-27,SAP
SAPTXN5630,SAP1630,SAPACC1630,Credit,4441,INR,DOC006,COMP006,PLANT06,MG06,2026-02-15,SAP
SAPTXN5225,SAP1225,SAPACC1225,Refund,9259,INR,DOC006,COMP001,PLANT01,MG01,2026-01-27,SAP
SAPTXN5937,SAP1937,SAPACC1937,Payment,9094,INR,DOC015,COMP001,PLANT01,MG01,2026-01-30,SAP
SAPTXN5650,SAP1650,SAPACC1650,Refund,31394,INR,DOC005,COMP002,PLANT02,MG02,2026-01-30,SAP
SAPTXN5803,SAP1803,SAPACC1803,Refund,12649,INR,DOC010,COMP003,PLANT03,MG03,2026-02-16,SAP
SAPTXN5593,SAP1593,SAPACC1593,Order,42275,INR,DOC016,COMP001,PLANT01,MG01,2026-02-05,SAP
SAPTXN5061,SAP1061,SAPACC1061,Invoice,28523,INR,DOC012,COMP005,PLANT05,MG05,2026-01-28,SAP
SAPTXN5358,SAP1358,SAPACC1358,Credit,41977,INR,DOC020,COMP006,PLANT06,MG06,2026-03-16,SAP
SAPTXN5254,SAP1254,SAPACC1254,Refund,33511,INR,DOC018,COMP006,PLANT06,MG06,2026-02-11,SAP
SAPTXN5781,SAP1781,SAPACC1781,Invoice,10730,INR,DOC014,COMP005,PLANT05,MG05,2026-02-23,SAP
SAPTXN5609,SAP1609,SAPACC1609,Order,29296,INR,DOC007,COMP001,PLANT01,MG01,2026-01-05,SAP
SAPTXN5521,SAP1521,SAPACC1521,Payment,32089,INR,DOC001,COMP001,PLANT01,MG01,2026-01-16,SAP
SAPTXN5948,SAP1948,SAPACC1948,Refund,12573,INR,DOC004,COMP004,PLANT04,MG04,2026-01-29,SAP
SAPTXN5365,SAP1365,SAPACC1365,Refund,37794,INR,DOC005,COMP005,PLANT05,MG05,2026-03-23,SAP
SAPTXN5668,SAP1668,SAPACC1668,Payment,45738,INR,DOC020,COMP004,PLANT04,MG04,2026-01-15,SAP
SAPTXN5927,SAP1927,SAPACC1927,Refund,27872,INR,DOC001,COMP007,PLANT07,MG07,2026-02-27,SAP
SAPTXN5004,SAP1004,SAPACC1004,Payment,1346,INR,DOC001,COMP004,PLANT04,MG04,2026-03-23,SAP
SAPTXN5383,SAP1383,SAPACC1383,Invoice,24851,INR,DOC004,COMP007,PLANT07,MG07,2026-01-11,SAP
SAPTXN5075,SAP1075,SAPACC1075,Payment,3134,INR,DOC012,COMP003,PLANT03,MG03,2026-03-16,SAP
SAPTXN5340,SAP1340,SAPACC1340,Invoice,27806,INR,DOC004,COMP004,PLANT04,MG04,2026-03-30,SAP
SAPTXN5417,SAP1417,SAPACC1417,Order,49111,INR,DOC014,COMP001,PLANT01,MG01,2026-03-06,SAP
SAPTXN5858,SAP1858,SAPACC1858,Invoice,36711,INR,DOC001,COMP002,PLANT02,MG02,2026-03-29,SAP
SAPTXN5649,SAP1649,SAPACC1649,Payment,18718,INR,DOC002,COMP001,PLANT01,MG01,2026-01-17,SAP
SAPTXN5695,SAP1695,SAPACC1695,Refund,30775,INR,DOC012,COMP007,PLANT07,MG07,2026-03-10,SAP
SAPTXN5181,SAP1181,SAPACC1181,Invoice,49486,INR,DOC012,COMP005,PLANT05,MG05,2026-03-15,SAP
SAPTXN5570,SAP1570,SAPACC1570,Credit,23490,INR,DOC020,COMP002,PLANT02,MG02,2026-02-02,SAP
SAPTXN5505,SAP1505,SAPACC1505,Payment,25468,INR,DOC016,COMP001,PLANT01,MG01,2026-02-24,SAP
